72866352,11558
337248621,378667624
2068366,565989
126721618,590232483
526522,865892
96376,3661468197
49841,504884
5430468568,83725
49787811,9198968
917461387,11403404
2652469,334837044
81789891,9813312
994962941,430761
41121309,185535971
13992,8222614312
6336011,7853258
95977,42170
988310,110502
29419256,98316
775374946,7234955
936138733,299593052
99353468,256437
346056,1046057
550467,4144026778
750611736,2404330969
8468642710,84245
8061869,978334946
479374308,46634296
19972476,343083
26144541,1579271824
3103283163,858100
48130,28979
7215069093,730838
8494314184,936118
68543856,78168
8888318,988515
571640707,58200536
3548365,52522038
33135846,29402
67619294,1820338156
7805337300,11699337
171348444,3860205
161415,137114515
152578,1404769327
592013,108403148
3173785996,2321154772
13346,99998
591260560,4179713068
81077528,3476970
491253247,326532084
603894,7364636
4145599362,506181096
60626,12583055
1263931,552531
59046,1167511528
3680282250,5745817
396157274,292866471
4643338181,9474575907
29741,46343653
3041082364,121619
7533215,243878275
8966435970,2977762970
89050,540934294
330058318,199243
41511740,269945289
6390520197,744746415
6627351172,24833
99892879,33051787
287416,880888575
113438,12623
8254722460,6567945
5093800,698026
1534748176,47292231
1634714656,34109319
42340513,5288745
73958255,457238
49755,955239613
97818453,53514041
300505,52951381
124806,33627
