93,46
5,12
44,10
0,70
67,23
78,16
80,97
99,87
73,2
40,80
18,37
13,82
27,31
46,98
24,51
59,91
32,19
99,77
93,47
2,16
32,15
71,0
42,19
83,0
48,4
92,57
57,82
15,100
83,76
2,45
58,35
8,44
88,86
71,76
100,59
48,33
83,35
90,0
42,41
80,90
59,26
19,13
31,40
74,44
83,73
68,28
15,83
15,4
43,58
82,22
52,65
54,73
94,33
71,45
83,18
65,94
91,38
78,84
99,85
81,66
71,0
60,18
94,26
28,85
74,97
53,95
5,33
79,19
13,95
47,5
54,30
76,51
66,71
44,28
71,18
86,99
23,58
1,18
30,89
69,62
39,57
80,77
52,80
87,84
41,83
87,86
3,95
31,16
59,73
71,58
93,74
1,32
73,91
60,31
31,98
15,25
45,35
97,64
88,8
44,12
