423,994
570,960
61,761
942,581
133,450
543,793
252,736
301,23
270,907
264,907
879,363
37,119
161,504
368,740
711,743
222,521
340,337
905,666
637,543
622,714
743,454
290,299
165,115
692,748
67,593
441,852
607,962
309,773
390,547
571,436
743,222
715,702
21,984
766,287
787,80
621,207
341,541
283,100
707,418
161,605
809,800
923,721
350,663
628,155
152,636
441,110
492,16
317,227
515,567
392,97
708,125
357,910
14,964
284,703
988,590
302,119
302,719
580,937
840,820
336,63
394,382
615,436
45,27
937,927
157,371
737,762
988,530
869,373
637,558
767,894
963,572
225,287
139,300
959,576
81,297
17,682
202,823
465,427
653,258
959,764
351,719
685,497
933,743
200,179
558,194
835,72
129,619
679,687
767,762
931,698
78,192
863,773
999,516
513,600
1000,582
713,473
922,506
82,580
105,895
722,388
779,252
765,937
824,518
182,710
284,673
829,753
577,475
269,128
122,761
783,252
859,628
854,899
878,948
409,487
480,96
69,951
300,406
466,318
191,260
100,448
795,975
863,724
776,473
826,712
21,426
624,446
925,63
133,289
298,958
365,444
196,433
784,328
610,122
335,797
780,654
458,85
543,816
773,457
492,430
254,493
112,38
911,855
636,942
813,931
200,786
132,378
608,664
246,614
508,138
603,295
