8100,1210
3846,5975
1044,3985
6718,1296
7439,8605
5252,5690
9199,7953
6528,3977
7808,2894
1601,6905
1094,4096
1739,9804
6778,7797
6743,9116
1351,4601
4882,3763
1893,4719
140,7086
204,1832
3775,6876
3101,2297
627,1750
8824,2300
3388,80
5562,7144
7022,9252
9882,9890
8094,2218
6548,192
18,4834
4178,417
2368,863
1105,6667
6049,3819
7025,7298
9623,9545
3560,3320
1233,9591
8529,6554
7640,2282
7490,5621
8450,5061
6426,4230
9849,9971
2529,2468
447,3898
8777,8791
5753,2700
7681,6465
4237,5857
2582,9176
4070,9949
389,1915
4701,3495
2570,1877
9457,7559
4997,7882
9098,5635
6006,3047
8725,8797
8775,2099
3720,5224
3653,6018
2421,3637
6148,3409
6408,1163
7734,4041
734,9085
427,7005
8018,5223
8792,5913
4122,7464
3125,1868
4589,4716
9566,2194
9061,4215
827,5410
8926,1161
1817,1305
4312,8626
7262,2310
2071,9494
1581,2274
6885,7392
1934,5069
223,307
2300,1377
2254,9856
6455,4110
7749,1472
4239,3214
3170,6706
4914,790
7520,4237
1916,3704
8607,341
5586,7069
2008,8870
8772,9927
3703,9627
7502,6684
1500,3695
1927,3400
165,5498
1364,1038
4795,3328
4138,7345
2556,2276
3522,8622
6508,6900
2792,8716
1940,492
475,5364
1118,6345
3141,265
3199,6092
4298,6763
4944,7137
4586,6842
5993,5859
7781,7398
2842,2538
7589,5806
8259,325
6249,9609
4629,4365
4157,2370
5476,4412
8562,4566
8274,2446
5036,279
4807,9773
2187,3800
6630,9554
5025,4177
9618,2193
3572,1442
6803,6319
98,491
7050,8164
4993,4486
3859,2117
8152,4687
7678,2989
612,9038
1683,1742
5126,2547
6071,7934
3801,7054
7999,7405
4029,1674
5497,6125
7137,6319
2061,9379
2540,6002
7413,1590
7417,3481
4089,7416
870,1091
8929,9575
6981,3479
8012,1835
8361,8075
6703,492
6035,2983
2139,3508
4294,5337
2286,5803
4765,1428
5096,9415
313,5531
1411,7078
8216,5413
5024,3112
8409,708
3866,2425
4931,5210
7844,3974
668,778
2859,344
1708,3613
5344,8120
9972,6756
6349,3189
3484,9350
8257,3355
9743,1357
248,3135
6560,3050
8719,176
1058,9057
6589,4967
967,7107
9786,3563
4989,2999
6433,7702
9408,3673
9882,4602
5398,2500
8910,14
