63,56
23,33
38,48
66,82
15,38
53,99
83,47
35,28
36,89
6,23
97,59
98,100
14,75
95,4
53,13
1,30
35,52
90,20
39,85
55,63
9,92
64,5
48,20
57,88
91,42
73,40
81,43
86,24
60,87
25,34
79,78
27,75
78,16
77,88
26,8
64,10
34,25
48,69
18,72
89,3
41,85
72,28
91,16
77,15
9,68
9,54
44,100
18,91
28,71
99,33
15,72
46,59
18,88
26,48
51,54
20,42
49,22
26,14
62,42
7,74
32,41
75,8
63,35
93,42
91,33
43,50
10,98
64,75
48,85
82,80
52,82
51,60
6,50
79,20
75,47
82,9
39,70
46,57
96,31
52,35
39,20
80,50
59,97
50,6
26,36
88,9
13,90
93,44
60,35
16,63
10,47
41,63
27,77
19,11
27,21
32,41
49,98
55,65
6,42
77,77
15,90
54,98
46,44
26,46
66,16
58,100
98,2
31,78
37,49
16,5
17,24
70,80
21,37
41,98
47,15
90,53
62,31
75,69
84,79
20,63
70,28
21,52
35,17
84,0
65,93
48,49
45,34
22,25
40,22
87,20
97,60
69,1
4,78
16,21
21,29
67,40
32,76
82,67
94,25
88,72
60,97
22,48
25,34
53,21
82,29
54,86
3,99
15,26
83,26
48,48
75,1
79,16
49,38
9,39
72,95
62,13
34,57
80,71
3,43
96,77
71,25
60,28
30,44
25,82
77,46
48,21
48,72
62,62
5,4
24,85
42,90
49,44
11,90
100,35
72,15
23,77
75,43
47,32
28,36
98,45
68,28
90,97
32,17
20,4
4,60
28,49
32,18
8,68
67,1
21,21
78,22
63,90
91,73
96,1
90,7
41,94
4,10
92,35
36,53
58,54
46,58
38,82
32,60
36,40
34,59
91,21
53,24
82,70
73,61
52,33
58,100
33,28
17,17
91,12
48,47
22,81
49,16
11,72
90,35
56,84
87,47
0,46
42,43
67,66
55,4
22,46
74,60
76,57
82,50
27,61
23,84
96,98
17,28
86,13
14,40
39,74
66,60
97,77
72,28
80,71
42,76
73,2
29,0
38,31
87,97
28,70
24,86
58,25
32,49
13,73
