3316,8444
8926,5105
2313,800
9273,1450
6689,1675
1033,7475
8555,6627
1142,2125
2304,9776
8184,1516
2091,1229
4492,3611
4464,2323
22,4618
9849,6210
4451,1062
5968,3661
8683,8502
6761,7549
9208,1942
3898,4373
5428,8422
2440,6181
1459,9243
8866,3186
6722,6479
8764,2398
5188,69
8141,7725
2822,5877
3991,6008
6209,32
21,4525
7525,5708
4823,2215
5546,8125
9778,141
1286,9448
6528,1029
1159,1027
2109,5000
2053,3092
9925,9281
3910,1267
1372,5373
5118,8684
1883,2199
5843,6861
210,4767
8163,1829
7834,7866
3264,6733
2818,6892
2034,8017
2691,1661
9621,1558
5393,5162
5535,3468
6190,9643
8120,1960
9260,647
3818,1900
7878,9186
89,474
5119,4154
6795,7887
5002,7189
4054,2197
7683,2314
4072,3315
7817,3394
4141,3651
4793,4096
8458,3584
7028,238
1170,9366
2547,7810
8896,2573
8105,4685
9744,5491
526,9394
9510,8979
7263,4978
3211,8545
7118,7752
8856,4289
165,6641
5593,8792
1252,7088
5104,773
3456,2852
133,4719
9751,3197
4672,9518
3343,3564
4741,7469
8777,8822
8415,3370
4990,1523
7771,1501
7481,4965
4488,6956
325,3769
192,8545
2374,2593
5729,710
4040,1351
1334,8193
2174,1658
9465,5123
6145,7167
2771,5574
6551,7711
9927,5632
6360,7642
8817,7243
1012,5849
4584,9513
3890,4502
9012,7
2547,7419
6916,7721
6632,3020
1606,5333
6453,684
8505,94
6006,2048
8072,5919
1424,2927
3863,3600
5901,3876
3749,9976
2141,829
1956,8690
4727,1114
4772,5299
1673,6329
8109,20
7802,3602
8946,3889
1216,1427
5026,9147
5795,5177
8027,4323
3783,3080
5614,769
511,2278
3381,8243
3566,7218
7259,2362
2869,5328
4166,8241
6167,3408
8364,5002
1120,2041
1122,296
5608,4902
5183,8311
5800,1886
7690,6500
8147,6583
9048,9816
9213,1398
5651,6034
1838,4961
6353,715
2106,7488
3931,8330
6668,2087
7393,8905
9445,3009
3975,9921
5633,1009
9404,7002
9883,8360
9893,1915
294,5399
9381,5236
7182,4294
3106,6767
9828,1288
4869,8788
8847,4920
4448,1443
2271,5600
9018,9024
1660,3917
2511,6182
5870,8307
853,3895
735,7405
1153,2381
5131,5988
2047,809
6247,9329
7766,8518
4951,3945
5361,8895
3514,4886
398,756
5804,1421
5478,1204
1925,1102
1900,4873
2359,330
390,6041
4993,2299
6449,9169
2497,6722
2470,9462
9924,4368
8600,5443
6868,3163
523,2535
6746,2021
391,8930
8753,7
3073,2080
8849,2011
5547,1832
9097,6595
7768,5211
4484,2531
2131,4493
2254,7275
123,6748
7846,4257
9302,7925
1971,1519
9731,6759
7453,4274
427,1246
1061,1917
9756,1593
5966,4990
1699,4861
7454,9976
7083,2211
